fighter_1,fighter_2,bookmaker,type,point,price,fetched_at,commence_time
Ryan Gandra,Zachary Reese,Coolbet,Over,1.5,2.1,2026-07-11,2026-07-11
Ryan Gandra,Zachary Reese,Coolbet,Under,1.5,1.77,2026-07-11,2026-07-11
John Garza,Farid Basharat,Coolbet,Over,2.5,1.87,2026-07-11,2026-07-11
John Garza,Farid Basharat,Coolbet,Under,2.5,1.95,2026-07-11,2026-07-11
Damian Pinas,Cesar Almeida,Coolbet,Over,1.5,1.75,2026-07-11,2026-07-11
Damian Pinas,Cesar Almeida,Coolbet,Under,1.5,2.13,2026-07-11,2026-07-11
Tracy Cortez,Wang Cong,Coolbet,Over,2.5,1.37,2026-07-11,2026-07-11
Tracy Cortez,Wang Cong,Coolbet,Under,2.5,3.22,2026-07-11,2026-07-11
Luke Riley,Kai Kamaka,Coolbet,Over,2.5,1.5,2026-07-11,2026-07-11
Luke Riley,Kai Kamaka,Coolbet,Under,2.5,2.68,2026-07-11,2026-07-11
Cody Garbrandt,Adrian Yanez,Coolbet,Over,1.5,1.5,2026-07-11,2026-07-11
Cody Garbrandt,Adrian Yanez,Coolbet,Under,1.5,2.68,2026-07-11,2026-07-11
Gable Steveson,Elisha Ellison,Coolbet,Over,1.5,4.5,2026-07-11,2026-07-12
Gable Steveson,Elisha Ellison,Coolbet,Under,1.5,1.22,2026-07-11,2026-07-12
Robert Whittaker,Nikita Krylov,Coolbet,Over,1.5,1.5,2026-07-11,2026-07-12
Robert Whittaker,Nikita Krylov,Coolbet,Under,1.5,2.68,2026-07-11,2026-07-12
King Green,Terrance Mckinney,Coolbet,Over,1.5,3.9,2026-07-11,2026-07-12
King Green,Terrance Mckinney,Coolbet,Under,1.5,1.27,2026-07-11,2026-07-12
Brandon Royval,Lone'er Kavanagh,Coolbet,Over,2.5,1.58,2026-07-11,2026-07-12
Brandon Royval,Lone'er Kavanagh,Coolbet,Under,2.5,2.45,2026-07-11,2026-07-12
Cory Sandhagen,Mario Bautista,Coolbet,Over,2.5,1.42,2026-07-11,2026-07-12
Cory Sandhagen,Mario Bautista,Coolbet,Under,2.5,3.0,2026-07-11,2026-07-12
Paddy Pimblett,Benoit Saint-Denis,Coolbet,Over,2.5,2.3,2026-07-11,2026-07-12
Paddy Pimblett,Benoit Saint-Denis,Coolbet,Under,2.5,1.65,2026-07-11,2026-07-12
Max Holloway,Conor McGregor,Coolbet,Over,2.5,1.91,2026-07-11,2026-07-12
Max Holloway,Conor McGregor,Coolbet,Under,2.5,1.94,2026-07-11,2026-07-12
Robert Whittaker,Nikita Krylov,BetOnline.ag,Over,1.5,1.52,2026-07-12,2026-07-12
Robert Whittaker,Nikita Krylov,BetOnline.ag,Under,1.5,2.66,2026-07-12,2026-07-12
Robert Whittaker,Nikita Krylov,1xBet,Over,2.5,2.02,2026-07-12,2026-07-12
Robert Whittaker,Nikita Krylov,1xBet,Under,2.5,1.74,2026-07-12,2026-07-12
Robert Whittaker,Nikita Krylov,Pinnacle,Over,1.5,1.47,2026-07-12,2026-07-12
Robert Whittaker,Nikita Krylov,Pinnacle,Under,1.5,2.79,2026-07-12,2026-07-12
Robert Whittaker,Nikita Krylov,Coolbet,Over,2.5,2.18,2026-07-12,2026-07-12
Robert Whittaker,Nikita Krylov,Coolbet,Under,2.5,1.71,2026-07-12,2026-07-12
Robert Whittaker,Nikita Krylov,BetAnything,Over,2.5,2.22,2026-07-12,2026-07-12
Robert Whittaker,Nikita Krylov,BetAnything,Under,2.5,1.66,2026-07-12,2026-07-12
King Green,Terrance Mckinney,BetOnline.ag,Over,1.5,3.4,2026-07-12,2026-07-12
King Green,Terrance Mckinney,BetOnline.ag,Under,1.5,1.33,2026-07-12,2026-07-12
King Green,Terrance Mckinney,1xBet,Over,0.5,1.6,2026-07-12,2026-07-12
King Green,Terrance Mckinney,1xBet,Under,0.5,2.25,2026-07-12,2026-07-12
King Green,Terrance Mckinney,Pinnacle,Over,1.5,3.26,2026-07-12,2026-07-12
King Green,Terrance Mckinney,Pinnacle,Under,1.5,1.37,2026-07-12,2026-07-12
King Green,Terrance Mckinney,Coolbet,Over,1.5,3.45,2026-07-12,2026-07-12
King Green,Terrance Mckinney,Coolbet,Under,1.5,1.33,2026-07-12,2026-07-12
King Green,Terrance Mckinney,BetAnything,Over,1.5,3.35,2026-07-12,2026-07-12
King Green,Terrance Mckinney,BetAnything,Under,1.5,1.33,2026-07-12,2026-07-12
King Green,Terrance Mckinney,PMU (FR),Over,1.5,3.5,2026-07-12,2026-07-12
King Green,Terrance Mckinney,PMU (FR),Under,1.5,1.27,2026-07-12,2026-07-12
Brandon Royval,Lone'er Kavanagh,BetOnline.ag,Over,2.5,1.61,2026-07-12,2026-07-12
Brandon Royval,Lone'er Kavanagh,BetOnline.ag,Under,2.5,2.45,2026-07-12,2026-07-12
Brandon Royval,Lone'er Kavanagh,1xBet,Over,2.5,1.5,2026-07-12,2026-07-12
Brandon Royval,Lone'er Kavanagh,1xBet,Under,2.5,2.48,2026-07-12,2026-07-12
Brandon Royval,Lone'er Kavanagh,PMU (FR),Over,2.5,1.55,2026-07-12,2026-07-12
Brandon Royval,Lone'er Kavanagh,PMU (FR),Under,2.5,2.35,2026-07-12,2026-07-12
Brandon Royval,Lone'er Kavanagh,Pinnacle,Over,2.5,1.59,2026-07-12,2026-07-12
Brandon Royval,Lone'er Kavanagh,Pinnacle,Under,2.5,2.44,2026-07-12,2026-07-12
Brandon Royval,Lone'er Kavanagh,BetAnything,Over,2.5,1.59,2026-07-12,2026-07-12
Brandon Royval,Lone'er Kavanagh,BetAnything,Under,2.5,2.4,2026-07-12,2026-07-12
Brandon Royval,Lone'er Kavanagh,Coolbet,Over,2.5,1.58,2026-07-12,2026-07-12
Brandon Royval,Lone'er Kavanagh,Coolbet,Under,2.5,2.45,2026-07-12,2026-07-12
Cory Sandhagen,Mario Bautista,BetOnline.ag,Over,2.5,1.38,2026-07-12,2026-07-12
Cory Sandhagen,Mario Bautista,BetOnline.ag,Under,2.5,3.15,2026-07-12,2026-07-12
Cory Sandhagen,Mario Bautista,1xBet,Over,2.5,1.36,2026-07-12,2026-07-12
Cory Sandhagen,Mario Bautista,1xBet,Under,2.5,3.0,2026-07-12,2026-07-12
Cory Sandhagen,Mario Bautista,PMU (FR),Over,2.5,1.34,2026-07-12,2026-07-12
Cory Sandhagen,Mario Bautista,PMU (FR),Under,2.5,3.1,2026-07-12,2026-07-12
Cory Sandhagen,Mario Bautista,Pinnacle,Over,2.5,1.38,2026-07-12,2026-07-12
Cory Sandhagen,Mario Bautista,Pinnacle,Under,2.5,3.2,2026-07-12,2026-07-12
Cory Sandhagen,Mario Bautista,BetAnything,Over,2.5,1.38,2026-07-12,2026-07-12
Cory Sandhagen,Mario Bautista,BetAnything,Under,2.5,3.0,2026-07-12,2026-07-12
Cory Sandhagen,Mario Bautista,Coolbet,Over,2.5,1.43,2026-07-12,2026-07-12
Cory Sandhagen,Mario Bautista,Coolbet,Under,2.5,2.95,2026-07-12,2026-07-12
Paddy Pimblett,Benoit Saint-Denis,BetOnline.ag,Over,2.5,2.15,2026-07-12,2026-07-12
Paddy Pimblett,Benoit Saint-Denis,BetOnline.ag,Under,2.5,1.74,2026-07-12,2026-07-12
Paddy Pimblett,Benoit Saint-Denis,1xBet,Over,2.5,2.16,2026-07-12,2026-07-12
Paddy Pimblett,Benoit Saint-Denis,1xBet,Under,2.5,1.65,2026-07-12,2026-07-12
Paddy Pimblett,Benoit Saint-Denis,PMU (FR),Over,2.5,2.23,2026-07-12,2026-07-12
Paddy Pimblett,Benoit Saint-Denis,PMU (FR),Under,2.5,1.61,2026-07-12,2026-07-12
Paddy Pimblett,Benoit Saint-Denis,Pinnacle,Over,2.5,2.26,2026-07-12,2026-07-12
Paddy Pimblett,Benoit Saint-Denis,Pinnacle,Under,2.5,1.68,2026-07-12,2026-07-12
Paddy Pimblett,Benoit Saint-Denis,BetAnything,Over,2.5,2.05,2026-07-12,2026-07-12
Paddy Pimblett,Benoit Saint-Denis,BetAnything,Under,2.5,1.74,2026-07-12,2026-07-12
Paddy Pimblett,Benoit Saint-Denis,Coolbet,Over,2.5,2.2,2026-07-12,2026-07-12
Paddy Pimblett,Benoit Saint-Denis,Coolbet,Under,2.5,1.7,2026-07-12,2026-07-12
Max Holloway,Conor McGregor,1xBet,Over,2.5,1.9,2026-07-12,2026-07-12
Max Holloway,Conor McGregor,1xBet,Under,2.5,1.9,2026-07-12,2026-07-12
Max Holloway,Conor McGregor,BetOnline.ag,Over,2.5,1.79,2026-07-12,2026-07-12
Max Holloway,Conor McGregor,BetOnline.ag,Under,2.5,2.06,2026-07-12,2026-07-12
Max Holloway,Conor McGregor,Pinnacle,Over,2.5,1.86,2026-07-12,2026-07-12
Max Holloway,Conor McGregor,Pinnacle,Under,2.5,1.99,2026-07-12,2026-07-12
Max Holloway,Conor McGregor,PMU (FR),Over,2.5,1.93,2026-07-12,2026-07-12
Max Holloway,Conor McGregor,PMU (FR),Under,2.5,1.81,2026-07-12,2026-07-12
Max Holloway,Conor McGregor,Coolbet,Over,2.5,1.83,2026-07-12,2026-07-12
Max Holloway,Conor McGregor,Coolbet,Under,2.5,2.03,2026-07-12,2026-07-12
Max Holloway,Conor McGregor,BetAnything,Over,2.5,1.79,2026-07-12,2026-07-12
Max Holloway,Conor McGregor,BetAnything,Under,2.5,1.96,2026-07-12,2026-07-12
Levi Rodrigues,Felipe Franco,1xBet,Over,0.5,1.4,2026-07-12,2026-07-18
Levi Rodrigues,Felipe Franco,1xBet,Under,0.5,2.8,2026-07-12,2026-07-18
Tommy McMillen,Alberto Montes,1xBet,Over,2.5,2.05,2026-07-12,2026-07-18
Tommy McMillen,Alberto Montes,1xBet,Under,2.5,1.72,2026-07-12,2026-07-18
Alden Coria,Stewart Nicoll,1xBet,Over,1.5,1.55,2026-07-12,2026-07-18
Alden Coria,Stewart Nicoll,1xBet,Under,1.5,2.36,2026-07-12,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,1xBet,Over,2.5,1.5,2026-07-12,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,1xBet,Under,2.5,2.48,2026-07-12,2026-07-18
Tabatha Ricci,Fatima Kline,1xBet,Over,2.5,1.35,2026-07-12,2026-07-18
Tabatha Ricci,Fatima Kline,1xBet,Under,2.5,3.0,2026-07-12,2026-07-18
Chase Hooper,Mitch Ramirez,1xBet,Over,1.5,1.5,2026-07-12,2026-07-19
Chase Hooper,Mitch Ramirez,1xBet,Under,1.5,2.48,2026-07-12,2026-07-19
Jared Cannonier,Christian Leroy Duncan,1xBet,Over,2.5,1.52,2026-07-12,2026-07-19
Jared Cannonier,Christian Leroy Duncan,1xBet,Under,2.5,2.43,2026-07-12,2026-07-19
Dricus Du Plessis,Kamaru Usman,1xBet,Over,3.5,1.52,2026-07-12,2026-07-19
Dricus Du Plessis,Kamaru Usman,1xBet,Under,3.5,2.43,2026-07-12,2026-07-19
Magomed Ankalaev,Khalil Rountree,1xBet,Over,2.5,1.55,2026-07-12,2026-07-25
Magomed Ankalaev,Khalil Rountree,1xBet,Under,2.5,2.36,2026-07-12,2026-07-25
Levi Rodrigues,Felipe Franco,BetOnline.ag,Over,1.5,2.2,2026-07-12,2026-07-18
Levi Rodrigues,Felipe Franco,BetOnline.ag,Under,1.5,1.71,2026-07-12,2026-07-18
Tommy McMillen,Alberto Montes,BetOnline.ag,Over,1.5,1.65,2026-07-12,2026-07-18
Tommy McMillen,Alberto Montes,BetOnline.ag,Under,1.5,2.35,2026-07-12,2026-07-18
Alden Coria,Stewart Nicoll,BetOnline.ag,Over,1.5,1.69,2026-07-12,2026-07-18
Alden Coria,Stewart Nicoll,BetOnline.ag,Under,1.5,2.25,2026-07-12,2026-07-18
Austin Bashi,Jose Delgado,BetOnline.ag,Over,1.5,1.47,2026-07-12,2026-07-18
Austin Bashi,Jose Delgado,BetOnline.ag,Under,1.5,2.83,2026-07-12,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,BetOnline.ag,Over,2.5,1.57,2026-07-12,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,BetOnline.ag,Under,2.5,2.53,2026-07-12,2026-07-18
Tabatha Ricci,Fatima Kline,BetOnline.ag,Over,2.5,1.29,2026-07-12,2026-07-18
Tabatha Ricci,Fatima Kline,BetOnline.ag,Under,2.5,3.8,2026-07-12,2026-07-18
Chase Hooper,Mitch Ramirez,BetOnline.ag,Over,1.5,1.71,2026-07-12,2026-07-19
Chase Hooper,Mitch Ramirez,BetOnline.ag,Under,1.5,2.2,2026-07-12,2026-07-19
Jared Cannonier,Christian Leroy Duncan,BetOnline.ag,Over,2.5,1.69,2026-07-12,2026-07-19
Jared Cannonier,Christian Leroy Duncan,BetOnline.ag,Under,2.5,2.25,2026-07-12,2026-07-19
Dricus Du Plessis,Kamaru Usman,BetOnline.ag,Over,3.5,1.53,2026-07-12,2026-07-19
Dricus Du Plessis,Kamaru Usman,BetOnline.ag,Under,3.5,2.65,2026-07-12,2026-07-19
Mackenzie Dern,Gillian Robertson,1xBet,Over,4.5,1.65,2026-07-12,2026-08-16
Mackenzie Dern,Gillian Robertson,1xBet,Under,4.5,2.16,2026-07-12,2026-08-16
Islam Makhachev,Ian Garry,1xBet,Over,3.5,1.52,2026-07-12,2026-08-16
Islam Makhachev,Ian Garry,1xBet,Under,3.5,2.55,2026-07-12,2026-08-16
Umar Nurmagomedov,Song Yadong,1xBet,Over,3.5,1.45,2026-07-12,2026-08-29
Umar Nurmagomedov,Song Yadong,1xBet,Under,3.5,2.65,2026-07-12,2026-08-29
Tommy McMillen,Alberto Montes,BetOnline.ag,Over,1.5,2.05,2026-07-14,2026-07-18
Tommy McMillen,Alberto Montes,BetOnline.ag,Under,1.5,1.8,2026-07-14,2026-07-18
Tommy McMillen,Alberto Montes,1xBet,Over,1.5,1.8,2026-07-14,2026-07-18
Tommy McMillen,Alberto Montes,1xBet,Under,1.5,1.95,2026-07-14,2026-07-18
Tommy McMillen,Alberto Montes,Pinnacle,Over,1.5,1.88,2026-07-14,2026-07-18
Tommy McMillen,Alberto Montes,Pinnacle,Under,1.5,1.93,2026-07-14,2026-07-18
Alden Coria,Stewart Nicoll,BetOnline.ag,Over,1.5,1.69,2026-07-14,2026-07-18
Alden Coria,Stewart Nicoll,BetOnline.ag,Under,1.5,2.25,2026-07-14,2026-07-18
Alden Coria,Stewart Nicoll,1xBet,Over,1.5,1.55,2026-07-14,2026-07-18
Alden Coria,Stewart Nicoll,1xBet,Under,1.5,2.36,2026-07-14,2026-07-18
Alden Coria,Stewart Nicoll,Pinnacle,Over,1.5,1.68,2026-07-14,2026-07-18
Alden Coria,Stewart Nicoll,Pinnacle,Under,1.5,2.21,2026-07-14,2026-07-18
Anna Melisano,Dione Barbosa,Pinnacle,Over,2.5,2.15,2026-07-14,2026-07-18
Anna Melisano,Dione Barbosa,Pinnacle,Under,2.5,1.71,2026-07-14,2026-07-18
Anna Melisano,Dione Barbosa,1xBet,Over,2.5,1.9,2026-07-14,2026-07-18
Anna Melisano,Dione Barbosa,1xBet,Under,2.5,1.84,2026-07-14,2026-07-18
Anna Melisano,Dione Barbosa,BetOnline.ag,Over,2.5,2.3,2026-07-14,2026-07-18
Anna Melisano,Dione Barbosa,BetOnline.ag,Under,2.5,1.67,2026-07-14,2026-07-18
Austin Bashi,Jose Delgado,BetOnline.ag,Over,1.5,1.56,2026-07-14,2026-07-18
Austin Bashi,Jose Delgado,BetOnline.ag,Under,1.5,2.57,2026-07-14,2026-07-18
Austin Bashi,Jose Delgado,1xBet,Over,2.5,1.85,2026-07-14,2026-07-18
Austin Bashi,Jose Delgado,1xBet,Under,2.5,1.9,2026-07-14,2026-07-18
Austin Bashi,Jose Delgado,Pinnacle,Over,1.5,1.55,2026-07-14,2026-07-18
Austin Bashi,Jose Delgado,Pinnacle,Under,1.5,2.49,2026-07-14,2026-07-18
Levi Rodrigues,Felipe Franco,BetOnline.ag,Over,1.5,2.0,2026-07-14,2026-07-18
Levi Rodrigues,Felipe Franco,BetOnline.ag,Under,1.5,1.83,2026-07-14,2026-07-18
Levi Rodrigues,Felipe Franco,1xBet,Over,1.5,1.91,2026-07-14,2026-07-18
Levi Rodrigues,Felipe Franco,1xBet,Under,1.5,1.83,2026-07-14,2026-07-18
Levi Rodrigues,Felipe Franco,Pinnacle,Over,1.5,2.01,2026-07-14,2026-07-18
Levi Rodrigues,Felipe Franco,Pinnacle,Under,1.5,1.82,2026-07-14,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,BetOnline.ag,Over,2.5,1.57,2026-07-14,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,BetOnline.ag,Under,2.5,2.53,2026-07-14,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,1xBet,Over,2.5,1.5,2026-07-14,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,1xBet,Under,2.5,2.48,2026-07-14,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,Pinnacle,Over,2.5,1.56,2026-07-14,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,Pinnacle,Under,2.5,2.46,2026-07-14,2026-07-18
RJ Harris,Alvin Hines,BetOnline.ag,Over,1.5,1.74,2026-07-14,2026-07-18
RJ Harris,Alvin Hines,BetOnline.ag,Under,1.5,2.15,2026-07-14,2026-07-18
RJ Harris,Alvin Hines,Pinnacle,Over,1.5,1.65,2026-07-14,2026-07-18
RJ Harris,Alvin Hines,Pinnacle,Under,1.5,2.26,2026-07-14,2026-07-18
Tabatha Ricci,Fatima Kline,BetOnline.ag,Over,2.5,1.29,2026-07-14,2026-07-18
Tabatha Ricci,Fatima Kline,BetOnline.ag,Under,2.5,3.8,2026-07-14,2026-07-18
Tabatha Ricci,Fatima Kline,1xBet,Over,2.5,1.35,2026-07-14,2026-07-18
Tabatha Ricci,Fatima Kline,1xBet,Under,2.5,3.0,2026-07-14,2026-07-18
Tabatha Ricci,Fatima Kline,Pinnacle,Over,2.5,1.28,2026-07-14,2026-07-18
Tabatha Ricci,Fatima Kline,Pinnacle,Under,2.5,3.74,2026-07-14,2026-07-18
Chase Hooper,Mitch Ramirez,BetOnline.ag,Over,1.5,1.83,2026-07-14,2026-07-19
Chase Hooper,Mitch Ramirez,BetOnline.ag,Under,1.5,2.0,2026-07-14,2026-07-19
Chase Hooper,Mitch Ramirez,1xBet,Over,1.5,1.5,2026-07-14,2026-07-19
Chase Hooper,Mitch Ramirez,1xBet,Under,1.5,2.48,2026-07-14,2026-07-19
Chase Hooper,Mitch Ramirez,Pinnacle,Over,1.5,1.74,2026-07-14,2026-07-19
Chase Hooper,Mitch Ramirez,Pinnacle,Under,1.5,2.11,2026-07-14,2026-07-19
Jared Cannonier,Christian Leroy Duncan,BetOnline.ag,Over,2.5,1.67,2026-07-14,2026-07-19
Jared Cannonier,Christian Leroy Duncan,BetOnline.ag,Under,2.5,2.3,2026-07-14,2026-07-19
Jared Cannonier,Christian Leroy Duncan,1xBet,Over,2.5,1.52,2026-07-14,2026-07-19
Jared Cannonier,Christian Leroy Duncan,1xBet,Under,2.5,2.43,2026-07-14,2026-07-19
Jared Cannonier,Christian Leroy Duncan,Pinnacle,Over,2.5,1.66,2026-07-14,2026-07-19
Jared Cannonier,Christian Leroy Duncan,Pinnacle,Under,2.5,2.25,2026-07-14,2026-07-19
Dricus Du Plessis,Kamaru Usman,BetOnline.ag,Over,3.5,1.56,2026-07-14,2026-07-19
Dricus Du Plessis,Kamaru Usman,BetOnline.ag,Under,3.5,2.57,2026-07-14,2026-07-19
Dricus Du Plessis,Kamaru Usman,1xBet,Over,4.5,1.83,2026-07-14,2026-07-19
Dricus Du Plessis,Kamaru Usman,1xBet,Under,4.5,1.91,2026-07-14,2026-07-19
Dricus Du Plessis,Kamaru Usman,Pinnacle,Over,3.5,1.52,2026-07-14,2026-07-19
Dricus Du Plessis,Kamaru Usman,Pinnacle,Under,3.5,2.58,2026-07-14,2026-07-19
Dricus Du Plessis,Kamaru Usman,PMU (FR),Over,4.5,1.83,2026-07-14,2026-07-19
Dricus Du Plessis,Kamaru Usman,PMU (FR),Under,4.5,1.91,2026-07-14,2026-07-19
Mackenzie Dern,Gillian Robertson,1xBet,Over,4.5,1.65,2026-07-14,2026-08-16
Mackenzie Dern,Gillian Robertson,1xBet,Under,4.5,2.16,2026-07-14,2026-08-16
Islam Makhachev,Ian Garry,1xBet,Over,3.5,1.52,2026-07-14,2026-08-16
Islam Makhachev,Ian Garry,1xBet,Under,3.5,2.55,2026-07-14,2026-08-16
Umar Nurmagomedov,Song Yadong,1xBet,Over,3.5,1.45,2026-07-14,2026-08-29
Umar Nurmagomedov,Song Yadong,1xBet,Under,3.5,2.65,2026-07-14,2026-08-29
Tommy McMillen,Alberto Montes,Coolbet,Over,1.5,2.05,2026-07-14,2026-07-18
Tommy McMillen,Alberto Montes,Coolbet,Under,1.5,1.8,2026-07-14,2026-07-18
Alden Coria,Stewart Nicoll,Coolbet,Over,1.5,1.68,2026-07-14,2026-07-18
Alden Coria,Stewart Nicoll,Coolbet,Under,1.5,2.25,2026-07-14,2026-07-18
Anna Melisano,Dione Barbosa,Coolbet,Over,2.5,2.2,2026-07-14,2026-07-18
Anna Melisano,Dione Barbosa,Coolbet,Under,2.5,1.69,2026-07-14,2026-07-18
Austin Bashi,Jose Delgado,Coolbet,Over,1.5,1.54,2026-07-14,2026-07-18
Austin Bashi,Jose Delgado,Coolbet,Under,1.5,2.55,2026-07-14,2026-07-18
Levi Rodrigues,Felipe Franco,Coolbet,Over,1.5,2.0,2026-07-14,2026-07-18
Levi Rodrigues,Felipe Franco,Coolbet,Under,1.5,1.83,2026-07-14,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,Coolbet,Over,2.5,1.57,2026-07-14,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,Coolbet,Under,2.5,2.48,2026-07-14,2026-07-18
RJ Harris,Alvin Hines,Coolbet,Over,1.5,1.68,2026-07-14,2026-07-18
RJ Harris,Alvin Hines,Coolbet,Under,1.5,2.25,2026-07-14,2026-07-18
Tabatha Ricci,Fatima Kline,Coolbet,Over,2.5,1.29,2026-07-14,2026-07-18
Tabatha Ricci,Fatima Kline,Coolbet,Under,2.5,3.75,2026-07-14,2026-07-18
Chase Hooper,Mitch Ramirez,Coolbet,Over,1.5,1.83,2026-07-14,2026-07-19
Chase Hooper,Mitch Ramirez,Coolbet,Under,1.5,2.0,2026-07-14,2026-07-19
Jared Cannonier,Christian Leroy Duncan,Coolbet,Over,2.5,1.65,2026-07-14,2026-07-19
Jared Cannonier,Christian Leroy Duncan,Coolbet,Under,2.5,2.3,2026-07-14,2026-07-19
Dricus Du Plessis,Kamaru Usman,Coolbet,Over,3.5,1.54,2026-07-14,2026-07-19
Dricus Du Plessis,Kamaru Usman,Coolbet,Under,3.5,2.57,2026-07-14,2026-07-19
Tommy McMillen,Alberto Montes,BetOnline.ag,Over,1.5,1.77,2026-07-15,2026-07-18
Tommy McMillen,Alberto Montes,BetOnline.ag,Under,1.5,2.1,2026-07-15,2026-07-18
Tommy McMillen,Alberto Montes,1xBet,Over,1.5,1.87,2026-07-15,2026-07-18
Tommy McMillen,Alberto Montes,1xBet,Under,1.5,1.87,2026-07-15,2026-07-18
Tommy McMillen,Alberto Montes,Coolbet,Over,1.5,1.8,2026-07-15,2026-07-18
Tommy McMillen,Alberto Montes,Coolbet,Under,1.5,2.03,2026-07-15,2026-07-18
Tommy McMillen,Alberto Montes,Pinnacle,Over,1.5,1.8,2026-07-15,2026-07-18
Tommy McMillen,Alberto Montes,Pinnacle,Under,1.5,2.03,2026-07-15,2026-07-18
Alden Coria,Stewart Nicoll,BetOnline.ag,Over,1.5,1.67,2026-07-15,2026-07-18
Alden Coria,Stewart Nicoll,BetOnline.ag,Under,1.5,2.3,2026-07-15,2026-07-18
Alden Coria,Stewart Nicoll,1xBet,Over,1.5,1.55,2026-07-15,2026-07-18
Alden Coria,Stewart Nicoll,1xBet,Under,1.5,2.36,2026-07-15,2026-07-18
Alden Coria,Stewart Nicoll,Coolbet,Over,1.5,1.68,2026-07-15,2026-07-18
Alden Coria,Stewart Nicoll,Coolbet,Under,1.5,2.25,2026-07-15,2026-07-18
Alden Coria,Stewart Nicoll,Pinnacle,Over,1.5,1.68,2026-07-15,2026-07-18
Alden Coria,Stewart Nicoll,Pinnacle,Under,1.5,2.21,2026-07-15,2026-07-18
Anna Melisano,Dione Barbosa,Pinnacle,Over,2.5,2.15,2026-07-15,2026-07-18
Anna Melisano,Dione Barbosa,Pinnacle,Under,2.5,1.71,2026-07-15,2026-07-18
Anna Melisano,Dione Barbosa,1xBet,Over,2.5,1.9,2026-07-15,2026-07-18
Anna Melisano,Dione Barbosa,1xBet,Under,2.5,1.84,2026-07-15,2026-07-18
Anna Melisano,Dione Barbosa,BetOnline.ag,Over,2.5,2.25,2026-07-15,2026-07-18
Anna Melisano,Dione Barbosa,BetOnline.ag,Under,2.5,1.69,2026-07-15,2026-07-18
Anna Melisano,Dione Barbosa,Coolbet,Over,2.5,2.2,2026-07-15,2026-07-18
Anna Melisano,Dione Barbosa,Coolbet,Under,2.5,1.69,2026-07-15,2026-07-18
Austin Bashi,Jose Delgado,BetOnline.ag,Over,1.5,1.56,2026-07-15,2026-07-18
Austin Bashi,Jose Delgado,BetOnline.ag,Under,1.5,2.57,2026-07-15,2026-07-18
Austin Bashi,Jose Delgado,1xBet,Over,2.5,1.85,2026-07-15,2026-07-18
Austin Bashi,Jose Delgado,1xBet,Under,2.5,1.9,2026-07-15,2026-07-18
Austin Bashi,Jose Delgado,Coolbet,Over,1.5,1.54,2026-07-15,2026-07-18
Austin Bashi,Jose Delgado,Coolbet,Under,1.5,2.55,2026-07-15,2026-07-18
Austin Bashi,Jose Delgado,Pinnacle,Over,1.5,1.55,2026-07-15,2026-07-18
Austin Bashi,Jose Delgado,Pinnacle,Under,1.5,2.48,2026-07-15,2026-07-18
Levi Rodrigues,Felipe Franco,BetOnline.ag,Over,1.5,2.0,2026-07-15,2026-07-18
Levi Rodrigues,Felipe Franco,BetOnline.ag,Under,1.5,1.83,2026-07-15,2026-07-18
Levi Rodrigues,Felipe Franco,1xBet,Over,1.5,1.91,2026-07-15,2026-07-18
Levi Rodrigues,Felipe Franco,1xBet,Under,1.5,1.83,2026-07-15,2026-07-18
Levi Rodrigues,Felipe Franco,Coolbet,Over,1.5,2.0,2026-07-15,2026-07-18
Levi Rodrigues,Felipe Franco,Coolbet,Under,1.5,1.83,2026-07-15,2026-07-18
Levi Rodrigues,Felipe Franco,Pinnacle,Over,1.5,2.0,2026-07-15,2026-07-18
Levi Rodrigues,Felipe Franco,Pinnacle,Under,1.5,1.82,2026-07-15,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,BetOnline.ag,Over,2.5,1.57,2026-07-15,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,BetOnline.ag,Under,2.5,2.53,2026-07-15,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,1xBet,Over,2.5,1.5,2026-07-15,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,1xBet,Under,2.5,2.48,2026-07-15,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,Coolbet,Over,2.5,1.57,2026-07-15,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,Coolbet,Under,2.5,2.48,2026-07-15,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,Pinnacle,Over,2.5,1.56,2026-07-15,2026-07-18
