fighter_1,fighter_2,bookmaker,type,point,price,fetched_at,commence_time
Seok Hyun Ko,Jean-Paul Lebosnoyani,Pinnacle,Under,2.5,2.46,2026-07-15,2026-07-18
RJ Harris,Alvin Hines,BetOnline.ag,Over,1.5,1.65,2026-07-15,2026-07-18
RJ Harris,Alvin Hines,BetOnline.ag,Under,1.5,2.35,2026-07-15,2026-07-18
RJ Harris,Alvin Hines,Coolbet,Over,1.5,1.68,2026-07-15,2026-07-18
RJ Harris,Alvin Hines,Coolbet,Under,1.5,2.25,2026-07-15,2026-07-18
RJ Harris,Alvin Hines,Pinnacle,Over,1.5,1.57,2026-07-15,2026-07-18
RJ Harris,Alvin Hines,Pinnacle,Under,1.5,2.44,2026-07-15,2026-07-18
Tabatha Ricci,Fatima Kline,BetOnline.ag,Over,2.5,1.29,2026-07-15,2026-07-18
Tabatha Ricci,Fatima Kline,BetOnline.ag,Under,2.5,3.8,2026-07-15,2026-07-18
Tabatha Ricci,Fatima Kline,1xBet,Over,2.5,1.35,2026-07-15,2026-07-18
Tabatha Ricci,Fatima Kline,1xBet,Under,2.5,3.0,2026-07-15,2026-07-18
Tabatha Ricci,Fatima Kline,Coolbet,Over,2.5,1.29,2026-07-15,2026-07-18
Tabatha Ricci,Fatima Kline,Coolbet,Under,2.5,3.75,2026-07-15,2026-07-18
Tabatha Ricci,Fatima Kline,Pinnacle,Over,2.5,1.28,2026-07-15,2026-07-18
Tabatha Ricci,Fatima Kline,Pinnacle,Under,2.5,3.74,2026-07-15,2026-07-18
Chase Hooper,Mitch Ramirez,BetOnline.ag,Over,1.5,1.83,2026-07-15,2026-07-19
Chase Hooper,Mitch Ramirez,BetOnline.ag,Under,1.5,2.0,2026-07-15,2026-07-19
Chase Hooper,Mitch Ramirez,1xBet,Over,1.5,1.5,2026-07-15,2026-07-19
Chase Hooper,Mitch Ramirez,1xBet,Under,1.5,2.48,2026-07-15,2026-07-19
Chase Hooper,Mitch Ramirez,Coolbet,Over,1.5,1.83,2026-07-15,2026-07-19
Chase Hooper,Mitch Ramirez,Coolbet,Under,1.5,2.0,2026-07-15,2026-07-19
Chase Hooper,Mitch Ramirez,Pinnacle,Over,1.5,1.72,2026-07-15,2026-07-19
Chase Hooper,Mitch Ramirez,Pinnacle,Under,1.5,2.14,2026-07-15,2026-07-19
Jared Cannonier,Christian Leroy Duncan,BetOnline.ag,Over,2.5,1.67,2026-07-15,2026-07-19
Jared Cannonier,Christian Leroy Duncan,BetOnline.ag,Under,2.5,2.3,2026-07-15,2026-07-19
Jared Cannonier,Christian Leroy Duncan,1xBet,Over,2.5,1.52,2026-07-15,2026-07-19
Jared Cannonier,Christian Leroy Duncan,1xBet,Under,2.5,2.43,2026-07-15,2026-07-19
Jared Cannonier,Christian Leroy Duncan,Coolbet,Over,2.5,1.65,2026-07-15,2026-07-19
Jared Cannonier,Christian Leroy Duncan,Coolbet,Under,2.5,2.3,2026-07-15,2026-07-19
Jared Cannonier,Christian Leroy Duncan,Pinnacle,Over,2.5,1.65,2026-07-15,2026-07-19
Jared Cannonier,Christian Leroy Duncan,Pinnacle,Under,2.5,2.26,2026-07-15,2026-07-19
Dricus Du Plessis,Kamaru Usman,BetOnline.ag,Over,3.5,1.56,2026-07-15,2026-07-19
Dricus Du Plessis,Kamaru Usman,BetOnline.ag,Under,3.5,2.57,2026-07-15,2026-07-19
Dricus Du Plessis,Kamaru Usman,1xBet,Over,4.5,1.83,2026-07-15,2026-07-19
Dricus Du Plessis,Kamaru Usman,1xBet,Under,4.5,1.91,2026-07-15,2026-07-19
Dricus Du Plessis,Kamaru Usman,Pinnacle,Over,3.5,1.52,2026-07-15,2026-07-19
Dricus Du Plessis,Kamaru Usman,Pinnacle,Under,3.5,2.58,2026-07-15,2026-07-19
Dricus Du Plessis,Kamaru Usman,Coolbet,Over,3.5,1.54,2026-07-15,2026-07-19
Dricus Du Plessis,Kamaru Usman,Coolbet,Under,3.5,2.57,2026-07-15,2026-07-19
Dricus Du Plessis,Kamaru Usman,PMU (FR),Over,4.5,1.83,2026-07-15,2026-07-19
Dricus Du Plessis,Kamaru Usman,PMU (FR),Under,4.5,1.91,2026-07-15,2026-07-19
Mackenzie Dern,Gillian Robertson,1xBet,Over,4.5,1.65,2026-07-15,2026-08-16
Mackenzie Dern,Gillian Robertson,1xBet,Under,4.5,2.16,2026-07-15,2026-08-16
Islam Makhachev,Ian Garry,1xBet,Over,3.5,1.52,2026-07-15,2026-08-16
Islam Makhachev,Ian Garry,1xBet,Under,3.5,2.55,2026-07-15,2026-08-16
Umar Nurmagomedov,Song Yadong,1xBet,Over,3.5,1.45,2026-07-15,2026-08-29
Umar Nurmagomedov,Song Yadong,1xBet,Under,3.5,2.65,2026-07-15,2026-08-29
Tommy McMillen,Alberto Montes,BetAnything,Over,1.5,1.77,2026-07-15,2026-07-18
Tommy McMillen,Alberto Montes,BetAnything,Under,1.5,2.0,2026-07-15,2026-07-18
Tommy McMillen,Alberto Montes,PMU (FR),Over,1.5,1.76,2026-07-15,2026-07-18
Tommy McMillen,Alberto Montes,PMU (FR),Under,1.5,1.97,2026-07-15,2026-07-18
Alden Coria,Stewart Nicoll,BetAnything,Over,1.5,1.61,2026-07-15,2026-07-18
Alden Coria,Stewart Nicoll,BetAnything,Under,1.5,2.35,2026-07-15,2026-07-18
Anna Melisano,Dione Barbosa,BetAnything,Over,2.5,2.2,2026-07-15,2026-07-18
Anna Melisano,Dione Barbosa,BetAnything,Under,2.5,1.67,2026-07-15,2026-07-18
Austin Bashi,Jose Delgado,BetAnything,Over,1.5,1.56,2026-07-15,2026-07-18
Austin Bashi,Jose Delgado,BetAnything,Under,1.5,2.5,2026-07-15,2026-07-18
Levi Rodrigues,Felipe Franco,BetAnything,Over,1.5,1.91,2026-07-15,2026-07-18
Levi Rodrigues,Felipe Franco,BetAnything,Under,1.5,1.83,2026-07-15,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,BetAnything,Over,2.5,1.56,2026-07-15,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,BetAnything,Under,2.5,2.5,2026-07-15,2026-07-18
RJ Harris,Alvin Hines,BetAnything,Over,1.5,1.57,2026-07-15,2026-07-18
RJ Harris,Alvin Hines,BetAnything,Under,1.5,2.45,2026-07-15,2026-07-18
Tabatha Ricci,Fatima Kline,BetAnything,Over,2.5,1.25,2026-07-15,2026-07-18
Tabatha Ricci,Fatima Kline,BetAnything,Under,2.5,3.6,2026-07-15,2026-07-18
Chase Hooper,Mitch Ramirez,BetAnything,Over,1.5,1.74,2026-07-15,2026-07-19
Chase Hooper,Mitch Ramirez,BetAnything,Under,1.5,2.05,2026-07-15,2026-07-19
Chase Hooper,Mitch Ramirez,PMU (FR),Over,1.5,1.74,2026-07-15,2026-07-19
Chase Hooper,Mitch Ramirez,PMU (FR),Under,1.5,2.02,2026-07-15,2026-07-19
Jared Cannonier,Christian Leroy Duncan,BetAnything,Over,2.5,1.67,2026-07-15,2026-07-19
Jared Cannonier,Christian Leroy Duncan,BetAnything,Under,2.5,2.2,2026-07-15,2026-07-19
Jared Cannonier,Christian Leroy Duncan,PMU (FR),Over,2.5,1.64,2026-07-15,2026-07-19
Jared Cannonier,Christian Leroy Duncan,PMU (FR),Under,2.5,2.18,2026-07-15,2026-07-19
Dricus Du Plessis,Kamaru Usman,BetAnything,Over,3.5,1.51,2026-07-15,2026-07-19
Dricus Du Plessis,Kamaru Usman,BetAnything,Under,3.5,2.65,2026-07-15,2026-07-19
Rizvan Kuniev,Tyrell Fortune,1xBet,Over,1.5,1.45,2026-07-15,2026-07-25
Rizvan Kuniev,Tyrell Fortune,1xBet,Under,1.5,2.65,2026-07-15,2026-07-25
Tommy McMillen,Alberto Montes,BetOnline.ag,Over,1.5,1.85,2026-07-16,2026-07-18
Tommy McMillen,Alberto Montes,BetOnline.ag,Under,1.5,1.98,2026-07-16,2026-07-18
Tommy McMillen,Alberto Montes,1xBet,Over,1.5,1.87,2026-07-16,2026-07-18
Tommy McMillen,Alberto Montes,1xBet,Under,1.5,1.87,2026-07-16,2026-07-18
Tommy McMillen,Alberto Montes,Coolbet,Over,1.5,1.85,2026-07-16,2026-07-18
Tommy McMillen,Alberto Montes,Coolbet,Under,1.5,1.97,2026-07-16,2026-07-18
Tommy McMillen,Alberto Montes,Pinnacle,Over,1.5,1.85,2026-07-16,2026-07-18
Tommy McMillen,Alberto Montes,Pinnacle,Under,1.5,1.97,2026-07-16,2026-07-18
Tommy McMillen,Alberto Montes,BetAnything,Over,1.5,1.77,2026-07-16,2026-07-18
Tommy McMillen,Alberto Montes,BetAnything,Under,1.5,2.0,2026-07-16,2026-07-18
Tommy McMillen,Alberto Montes,PMU (FR),Over,1.5,1.76,2026-07-16,2026-07-18
Tommy McMillen,Alberto Montes,PMU (FR),Under,1.5,1.97,2026-07-16,2026-07-18
Alden Coria,Stewart Nicoll,BetOnline.ag,Over,1.5,1.6,2026-07-16,2026-07-18
Alden Coria,Stewart Nicoll,BetOnline.ag,Under,1.5,2.47,2026-07-16,2026-07-18
Alden Coria,Stewart Nicoll,1xBet,Over,2.5,2.25,2026-07-16,2026-07-18
Alden Coria,Stewart Nicoll,1xBet,Under,2.5,1.62,2026-07-16,2026-07-18
Alden Coria,Stewart Nicoll,Coolbet,Over,1.5,1.6,2026-07-16,2026-07-18
Alden Coria,Stewart Nicoll,Coolbet,Under,1.5,2.41,2026-07-16,2026-07-18
Alden Coria,Stewart Nicoll,Pinnacle,Over,1.5,1.56,2026-07-16,2026-07-18
Alden Coria,Stewart Nicoll,Pinnacle,Under,1.5,2.45,2026-07-16,2026-07-18
Alden Coria,Stewart Nicoll,BetAnything,Over,1.5,1.61,2026-07-16,2026-07-18
Alden Coria,Stewart Nicoll,BetAnything,Under,1.5,2.35,2026-07-16,2026-07-18
Anna Melisano,Dione Barbosa,Pinnacle,Over,2.5,2.23,2026-07-16,2026-07-18
Anna Melisano,Dione Barbosa,Pinnacle,Under,2.5,1.67,2026-07-16,2026-07-18
Anna Melisano,Dione Barbosa,BetAnything,Over,2.5,2.18,2026-07-16,2026-07-18
Anna Melisano,Dione Barbosa,BetAnything,Under,2.5,1.68,2026-07-16,2026-07-18
Anna Melisano,Dione Barbosa,1xBet,Over,2.5,1.9,2026-07-16,2026-07-18
Anna Melisano,Dione Barbosa,1xBet,Under,2.5,1.84,2026-07-16,2026-07-18
Anna Melisano,Dione Barbosa,BetOnline.ag,Over,2.5,2.28,2026-07-16,2026-07-18
Anna Melisano,Dione Barbosa,BetOnline.ag,Under,2.5,1.68,2026-07-16,2026-07-18
Anna Melisano,Dione Barbosa,Coolbet,Over,2.5,2.31,2026-07-16,2026-07-18
Anna Melisano,Dione Barbosa,Coolbet,Under,2.5,1.65,2026-07-16,2026-07-18
Austin Bashi,Jose Delgado,BetOnline.ag,Over,1.5,1.53,2026-07-16,2026-07-18
Austin Bashi,Jose Delgado,BetOnline.ag,Under,1.5,2.65,2026-07-16,2026-07-18
Austin Bashi,Jose Delgado,1xBet,Over,2.5,1.85,2026-07-16,2026-07-18
Austin Bashi,Jose Delgado,1xBet,Under,2.5,1.9,2026-07-16,2026-07-18
Austin Bashi,Jose Delgado,Coolbet,Over,1.5,1.54,2026-07-16,2026-07-18
Austin Bashi,Jose Delgado,Coolbet,Under,1.5,2.55,2026-07-16,2026-07-18
Austin Bashi,Jose Delgado,Pinnacle,Over,1.5,1.52,2026-07-16,2026-07-18
Austin Bashi,Jose Delgado,Pinnacle,Under,1.5,2.58,2026-07-16,2026-07-18
Austin Bashi,Jose Delgado,BetAnything,Over,1.5,1.56,2026-07-16,2026-07-18
Austin Bashi,Jose Delgado,BetAnything,Under,1.5,2.5,2026-07-16,2026-07-18
Levi Rodrigues,Felipe Franco,BetOnline.ag,Over,1.5,1.95,2026-07-16,2026-07-18
Levi Rodrigues,Felipe Franco,BetOnline.ag,Under,1.5,1.87,2026-07-16,2026-07-18
Levi Rodrigues,Felipe Franco,1xBet,Over,1.5,1.87,2026-07-16,2026-07-18
Levi Rodrigues,Felipe Franco,1xBet,Under,1.5,1.87,2026-07-16,2026-07-18
Levi Rodrigues,Felipe Franco,Coolbet,Over,1.5,2.0,2026-07-16,2026-07-18
Levi Rodrigues,Felipe Franco,Coolbet,Under,1.5,1.83,2026-07-16,2026-07-18
Levi Rodrigues,Felipe Franco,Pinnacle,Over,1.5,2.0,2026-07-16,2026-07-18
Levi Rodrigues,Felipe Franco,Pinnacle,Under,1.5,1.82,2026-07-16,2026-07-18
Levi Rodrigues,Felipe Franco,BetAnything,Over,1.5,1.91,2026-07-16,2026-07-18
Levi Rodrigues,Felipe Franco,BetAnything,Under,1.5,1.83,2026-07-16,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,BetOnline.ag,Over,2.5,1.57,2026-07-16,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,BetOnline.ag,Under,2.5,2.53,2026-07-16,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,1xBet,Over,2.5,1.5,2026-07-16,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,1xBet,Under,2.5,2.48,2026-07-16,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,Coolbet,Over,2.5,1.57,2026-07-16,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,Coolbet,Under,2.5,2.48,2026-07-16,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,Pinnacle,Over,2.5,1.56,2026-07-16,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,Pinnacle,Under,2.5,2.46,2026-07-16,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,BetAnything,Over,2.5,1.56,2026-07-16,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,BetAnything,Under,2.5,2.5,2026-07-16,2026-07-18
RJ Harris,Alvin Hines,BetOnline.ag,Over,1.5,1.59,2026-07-16,2026-07-18
RJ Harris,Alvin Hines,BetOnline.ag,Under,1.5,2.49,2026-07-16,2026-07-18
RJ Harris,Alvin Hines,BetAnything,Over,1.5,1.57,2026-07-16,2026-07-18
RJ Harris,Alvin Hines,BetAnything,Under,1.5,2.45,2026-07-16,2026-07-18
RJ Harris,Alvin Hines,Coolbet,Over,1.5,1.68,2026-07-16,2026-07-18
RJ Harris,Alvin Hines,Coolbet,Under,1.5,2.25,2026-07-16,2026-07-18
RJ Harris,Alvin Hines,Pinnacle,Over,1.5,1.57,2026-07-16,2026-07-18
RJ Harris,Alvin Hines,Pinnacle,Under,1.5,2.44,2026-07-16,2026-07-18
Andrea Vazquez,Aleksandra Savicheva,BetOnline.ag,Over,2.5,1.4,2026-07-16,2026-07-18
Andrea Vazquez,Aleksandra Savicheva,BetOnline.ag,Under,2.5,3.07,2026-07-16,2026-07-18
Mia Grawe,Ashley Thiner,BetOnline.ag,Over,2.5,1.67,2026-07-16,2026-07-18
Mia Grawe,Ashley Thiner,BetOnline.ag,Under,2.5,2.3,2026-07-16,2026-07-18
Biaggio Ali Walsh,Gamid Khizriev,BetOnline.ag,Over,1.5,1.67,2026-07-16,2026-07-18
Biaggio Ali Walsh,Gamid Khizriev,BetOnline.ag,Under,1.5,2.3,2026-07-16,2026-07-18
Victoria Alba,Borena Tsertsvadze,BetOnline.ag,Over,2.5,1.91,2026-07-16,2026-07-18
Victoria Alba,Borena Tsertsvadze,BetOnline.ag,Under,2.5,1.91,2026-07-16,2026-07-18
Caolan Loughran,Julio Arce,BetOnline.ag,Over,2.5,1.5,2026-07-16,2026-07-18
Caolan Loughran,Julio Arce,BetOnline.ag,Under,2.5,2.74,2026-07-16,2026-07-18
Johnny Eblen,Impa Kasanganay,BetOnline.ag,Over,3.5,1.67,2026-07-16,2026-07-18
Johnny Eblen,Impa Kasanganay,BetOnline.ag,Under,3.5,2.3,2026-07-16,2026-07-18
Jackson Glass,Zak Flessas,BetOnline.ag,Over,1.5,2.8,2026-07-16,2026-07-18
Jackson Glass,Zak Flessas,BetOnline.ag,Under,1.5,1.48,2026-07-16,2026-07-18
Jesus Pinedo,Levy Saul Marroquin,BetOnline.ag,Over,2.5,2.3,2026-07-16,2026-07-18
Jesus Pinedo,Levy Saul Marroquin,BetOnline.ag,Under,2.5,1.67,2026-07-16,2026-07-18
Lewis McGrillen,Rafael do Nascimento,BetOnline.ag,Over,2.5,2.3,2026-07-16,2026-07-18
Lewis McGrillen,Rafael do Nascimento,BetOnline.ag,Under,2.5,1.67,2026-07-16,2026-07-18
Tabatha Ricci,Fatima Kline,BetOnline.ag,Over,2.5,1.29,2026-07-16,2026-07-18
Tabatha Ricci,Fatima Kline,BetOnline.ag,Under,2.5,3.8,2026-07-16,2026-07-18
Tabatha Ricci,Fatima Kline,1xBet,Over,2.5,1.35,2026-07-16,2026-07-18
Tabatha Ricci,Fatima Kline,1xBet,Under,2.5,3.0,2026-07-16,2026-07-18
Tabatha Ricci,Fatima Kline,Coolbet,Over,2.5,1.29,2026-07-16,2026-07-18
Tabatha Ricci,Fatima Kline,Coolbet,Under,2.5,3.75,2026-07-16,2026-07-18
Tabatha Ricci,Fatima Kline,BetAnything,Over,2.5,1.25,2026-07-16,2026-07-18
Tabatha Ricci,Fatima Kline,BetAnything,Under,2.5,3.6,2026-07-16,2026-07-18
Tabatha Ricci,Fatima Kline,Pinnacle,Over,2.5,1.28,2026-07-16,2026-07-18
Tabatha Ricci,Fatima Kline,Pinnacle,Under,2.5,3.74,2026-07-16,2026-07-18
Chase Hooper,Mitch Ramirez,BetOnline.ag,Over,1.5,1.71,2026-07-16,2026-07-19
Chase Hooper,Mitch Ramirez,BetOnline.ag,Under,1.5,2.2,2026-07-16,2026-07-19
Chase Hooper,Mitch Ramirez,1xBet,Over,1.5,1.83,2026-07-16,2026-07-19
Chase Hooper,Mitch Ramirez,1xBet,Under,1.5,1.91,2026-07-16,2026-07-19
Chase Hooper,Mitch Ramirez,Coolbet,Over,1.5,1.74,2026-07-16,2026-07-19
Chase Hooper,Mitch Ramirez,Coolbet,Under,1.5,2.15,2026-07-16,2026-07-19
Chase Hooper,Mitch Ramirez,Pinnacle,Over,1.5,1.72,2026-07-16,2026-07-19
Chase Hooper,Mitch Ramirez,Pinnacle,Under,1.5,2.14,2026-07-16,2026-07-19
Chase Hooper,Mitch Ramirez,BetAnything,Over,1.5,1.74,2026-07-16,2026-07-19
Chase Hooper,Mitch Ramirez,BetAnything,Under,1.5,2.05,2026-07-16,2026-07-19
Chase Hooper,Mitch Ramirez,PMU (FR),Over,1.5,1.74,2026-07-16,2026-07-19
Chase Hooper,Mitch Ramirez,PMU (FR),Under,1.5,2.02,2026-07-16,2026-07-19
Jared Cannonier,Christian Leroy Duncan,BetOnline.ag,Over,2.5,1.67,2026-07-16,2026-07-19
Jared Cannonier,Christian Leroy Duncan,BetOnline.ag,Under,2.5,2.3,2026-07-16,2026-07-19
Jared Cannonier,Christian Leroy Duncan,1xBet,Over,2.5,1.52,2026-07-16,2026-07-19
Jared Cannonier,Christian Leroy Duncan,1xBet,Under,2.5,2.43,2026-07-16,2026-07-19
Jared Cannonier,Christian Leroy Duncan,Coolbet,Over,2.5,1.65,2026-07-16,2026-07-19
Jared Cannonier,Christian Leroy Duncan,Coolbet,Under,2.5,2.3,2026-07-16,2026-07-19
Jared Cannonier,Christian Leroy Duncan,Pinnacle,Over,2.5,1.65,2026-07-16,2026-07-19
Jared Cannonier,Christian Leroy Duncan,Pinnacle,Under,2.5,2.26,2026-07-16,2026-07-19
Jared Cannonier,Christian Leroy Duncan,BetAnything,Over,2.5,1.67,2026-07-16,2026-07-19
Jared Cannonier,Christian Leroy Duncan,BetAnything,Under,2.5,2.2,2026-07-16,2026-07-19
Jared Cannonier,Christian Leroy Duncan,PMU (FR),Over,2.5,1.64,2026-07-16,2026-07-19
Jared Cannonier,Christian Leroy Duncan,PMU (FR),Under,2.5,2.18,2026-07-16,2026-07-19
Dricus Du Plessis,Kamaru Usman,BetOnline.ag,Over,3.5,1.51,2026-07-16,2026-07-19
Dricus Du Plessis,Kamaru Usman,BetOnline.ag,Under,3.5,2.7,2026-07-16,2026-07-19
Dricus Du Plessis,Kamaru Usman,1xBet,Over,4.5,1.8,2026-07-16,2026-07-19
Dricus Du Plessis,Kamaru Usman,1xBet,Under,4.5,1.95,2026-07-16,2026-07-19
Dricus Du Plessis,Kamaru Usman,Pinnacle,Over,3.5,1.52,2026-07-16,2026-07-19
Dricus Du Plessis,Kamaru Usman,Pinnacle,Under,3.5,2.58,2026-07-16,2026-07-19
Dricus Du Plessis,Kamaru Usman,Coolbet,Over,3.5,1.54,2026-07-16,2026-07-19
Dricus Du Plessis,Kamaru Usman,Coolbet,Under,3.5,2.57,2026-07-16,2026-07-19
Dricus Du Plessis,Kamaru Usman,BetAnything,Over,3.5,1.51,2026-07-16,2026-07-19
Dricus Du Plessis,Kamaru Usman,BetAnything,Under,3.5,2.65,2026-07-16,2026-07-19
Dricus Du Plessis,Kamaru Usman,PMU (FR),Over,4.5,1.83,2026-07-16,2026-07-19
Dricus Du Plessis,Kamaru Usman,PMU (FR),Under,4.5,1.91,2026-07-16,2026-07-19
Rizvan Kuniev,Tyrell Fortune,1xBet,Over,1.5,1.45,2026-07-16,2026-07-25
Rizvan Kuniev,Tyrell Fortune,1xBet,Under,1.5,2.65,2026-07-16,2026-07-25
Mackenzie Dern,Gillian Robertson,1xBet,Over,4.5,1.65,2026-07-16,2026-08-16
Mackenzie Dern,Gillian Robertson,1xBet,Under,4.5,2.16,2026-07-16,2026-08-16
Islam Makhachev,Ian Garry,1xBet,Over,3.5,1.52,2026-07-16,2026-08-16
Islam Makhachev,Ian Garry,1xBet,Under,3.5,2.55,2026-07-16,2026-08-16
Umar Nurmagomedov,Song Yadong,1xBet,Over,3.5,1.45,2026-07-16,2026-08-29
Umar Nurmagomedov,Song Yadong,1xBet,Under,3.5,2.65,2026-07-16,2026-08-29
Tommy McMillen,Alberto Montes,BetOnline.ag,Over,1.5,1.77,2026-07-17,2026-07-18
Tommy McMillen,Alberto Montes,BetOnline.ag,Under,1.5,2.1,2026-07-17,2026-07-18
Tommy McMillen,Alberto Montes,1xBet,Over,1.5,1.83,2026-07-17,2026-07-18
Tommy McMillen,Alberto Montes,1xBet,Under,1.5,1.91,2026-07-17,2026-07-18
Tommy McMillen,Alberto Montes,Coolbet,Over,1.5,1.85,2026-07-17,2026-07-18
Tommy McMillen,Alberto Montes,Coolbet,Under,1.5,1.97,2026-07-17,2026-07-18
Tommy McMillen,Alberto Montes,Pinnacle,Over,1.5,1.83,2026-07-17,2026-07-18
Tommy McMillen,Alberto Montes,Pinnacle,Under,1.5,1.99,2026-07-17,2026-07-18
Tommy McMillen,Alberto Montes,BetAnything,Over,1.5,1.83,2026-07-17,2026-07-18
Tommy McMillen,Alberto Montes,BetAnything,Under,1.5,1.91,2026-07-17,2026-07-18
Tommy McMillen,Alberto Montes,PMU (FR),Over,1.5,1.76,2026-07-17,2026-07-18
Tommy McMillen,Alberto Montes,PMU (FR),Under,1.5,1.97,2026-07-17,2026-07-18
Alden Coria,Stewart Nicoll,BetOnline.ag,Over,1.5,1.59,2026-07-17,2026-07-18
Alden Coria,Stewart Nicoll,BetOnline.ag,Under,1.5,2.49,2026-07-17,2026-07-18
Alden Coria,Stewart Nicoll,1xBet,Over,1.5,1.55,2026-07-17,2026-07-18
Alden Coria,Stewart Nicoll,1xBet,Under,1.5,2.36,2026-07-17,2026-07-18
Alden Coria,Stewart Nicoll,Coolbet,Over,1.5,1.6,2026-07-17,2026-07-18
Alden Coria,Stewart Nicoll,Coolbet,Under,1.5,2.41,2026-07-17,2026-07-18
Alden Coria,Stewart Nicoll,Pinnacle,Over,1.5,1.56,2026-07-17,2026-07-18
Alden Coria,Stewart Nicoll,Pinnacle,Under,1.5,2.45,2026-07-17,2026-07-18
Alden Coria,Stewart Nicoll,BetAnything,Over,2.5,2.45,2026-07-17,2026-07-18
Alden Coria,Stewart Nicoll,BetAnything,Under,2.5,1.57,2026-07-17,2026-07-18
Austin Bashi,Jose Delgado,BetOnline.ag,Over,1.5,1.5,2026-07-17,2026-07-18
Austin Bashi,Jose Delgado,BetOnline.ag,Under,1.5,2.74,2026-07-17,2026-07-18
Austin Bashi,Jose Delgado,1xBet,Over,2.5,1.85,2026-07-17,2026-07-18
Austin Bashi,Jose Delgado,1xBet,Under,2.5,1.9,2026-07-17,2026-07-18
Austin Bashi,Jose Delgado,Coolbet,Over,1.5,1.54,2026-07-17,2026-07-18
Austin Bashi,Jose Delgado,Coolbet,Under,1.5,2.55,2026-07-17,2026-07-18
Austin Bashi,Jose Delgado,Pinnacle,Over,1.5,1.52,2026-07-17,2026-07-18
Austin Bashi,Jose Delgado,Pinnacle,Under,1.5,2.58,2026-07-17,2026-07-18
Austin Bashi,Jose Delgado,BetAnything,Over,2.5,1.83,2026-07-17,2026-07-18
Austin Bashi,Jose Delgado,BetAnything,Under,2.5,1.91,2026-07-17,2026-07-18
Levi Rodrigues,Felipe Franco,BetOnline.ag,Over,1.5,1.95,2026-07-17,2026-07-18
Levi Rodrigues,Felipe Franco,BetOnline.ag,Under,1.5,1.87,2026-07-17,2026-07-18
Levi Rodrigues,Felipe Franco,1xBet,Over,1.5,1.87,2026-07-17,2026-07-18
Levi Rodrigues,Felipe Franco,1xBet,Under,1.5,1.87,2026-07-17,2026-07-18
Levi Rodrigues,Felipe Franco,Coolbet,Over,1.5,2.0,2026-07-17,2026-07-18
Levi Rodrigues,Felipe Franco,Coolbet,Under,1.5,1.83,2026-07-17,2026-07-18
Levi Rodrigues,Felipe Franco,Pinnacle,Over,1.5,1.99,2026-07-17,2026-07-18
Levi Rodrigues,Felipe Franco,Pinnacle,Under,1.5,1.83,2026-07-17,2026-07-18
Levi Rodrigues,Felipe Franco,BetAnything,Over,1.5,1.91,2026-07-17,2026-07-18
Levi Rodrigues,Felipe Franco,BetAnything,Under,1.5,1.83,2026-07-17,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,BetOnline.ag,Over,2.5,1.62,2026-07-17,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,BetOnline.ag,Under,2.5,2.4,2026-07-17,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,1xBet,Over,2.5,1.5,2026-07-17,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,1xBet,Under,2.5,2.48,2026-07-17,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,Coolbet,Over,2.5,1.57,2026-07-17,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,Coolbet,Under,2.5,2.48,2026-07-17,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,Pinnacle,Over,2.5,1.62,2026-07-17,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,Pinnacle,Under,2.5,2.33,2026-07-17,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,BetAnything,Over,2.5,1.62,2026-07-17,2026-07-18
Seok Hyun Ko,Jean-Paul Lebosnoyani,BetAnything,Under,2.5,2.3,2026-07-17,2026-07-18
Ezra Elliott,Damien Anderson,Pinnacle,Over,1.5,1.73,2026-07-17,2026-07-18
Ezra Elliott,Damien Anderson,Pinnacle,Under,1.5,2.13,2026-07-17,2026-07-18
Ezra Elliott,Damien Anderson,Coolbet,Over,1.5,1.77,2026-07-17,2026-07-18
Ezra Elliott,Damien Anderson,Coolbet,Under,1.5,2.1,2026-07-17,2026-07-18
Ezra Elliott,Damien Anderson,1xBet,Over,1.5,1.5,2026-07-17,2026-07-18
